posts,annotations
mataas na lagnat ubo sipon,"PN, COVID, AURI"
hirap sa paghinga pulmonya sipon,"PN, COVID, AURI"
hirap sa paghinga pulmonya masakit ang lalamunan,"PN, COVID, AURI"
sakit sa dibdib pulmonya sipon,"PN, COVID, AURI"
mataas na lagnat pulmonya ubo,"PN, COVID, AURI"
hirap sa paghinga ubo masakit ang lalamunan,"PN, COVID, AURI"
mataas na lagnat ubo ubo,"PN, COVID, AURI"
sakit sa dibdib pulmonya ubo,"PN, COVID, AURI"
hirap sa paghinga ubo sipon,"PN, COVID, AURI"
mataas na lagnat pulmonya sipon,"PN, COVID, AURI"
hirap sa paghinga pulmonya ubo,"PN, COVID, AURI"
hirap sa paghinga hirap sa paghinga masakit ang lalamunan,"PN, COVID, AURI"
sakit sa dibdib hirap sa paghinga ubo,"PN, COVID, AURI"
sakit sa dibdib hirap sa paghinga sipon,"PN, COVID, AURI"
hirap sa paghinga hirap sa paghinga ubo,"PN, COVID, AURI"
mataas na lagnat hirap sa paghinga sipon,"PN, COVID, AURI"
mataas na lagnat hirap sa paghinga ubo,"PN, COVID, AURI"
mataas na lagnat ubo masakit ang lalamunan,"PN, COVID, AURI"
mataas na lagnat pulmonya masakit ang lalamunan,"PN, COVID, AURI"
hirap sa paghinga pulmonya masakit ang lalamunan,"PN, COVID, AURI"
hirap sa paghinga hirap sa paghinga sipon,"PN, COVID, AURI"
sakit sa dibdib pulmonya sipon,"PN, COVID, AURI"
hirap sa paghinga ubo ubo,"PN, COVID, AURI"
sakit sa dibdib pulmonya masakit ang lalamunan,"PN, COVID, AURI"
sakit sa dibdib ubo masakit ang lalamunan,"PN, COVID, AURI"
mataas na lagnat ubo ubo,"PN, COVID, AURI"
hirap sa paghinga ubo sipon,"PN, COVID, AURI"
sakit sa dibdib ubo ubo,"PN, COVID, AURI"
sakit sa dibdib hirap sa paghinga masakit ang lalamunan,"PN, COVID, AURI"
sakit sa dibdib hirap sa paghinga ubo,"PN, COVID, AURI"
sakit sa dibdib hirap sa paghinga sipon,"PN, COVID, AURI"
sakit sa dibdib ubo sipon,"PN, COVID, AURI"
mataas na lagnat hirap sa paghinga masakit ang lalamunan,"PN, COVID, AURI"
mataas na lagnat hirap sa paghinga sipon,"PN, COVID, AURI"
mataas na lagnat hirap sa paghinga ubo,"PN, COVID, AURI"
mataas na lagnat ubo sipon,"PN, COVID, AURI"
hirap sa paghinga pulmonya sipon,"PN, COVID, AURI"
hirap sa paghinga pulmonya masakit ang lalamunan,"PN, COVID, AURI"
hirap sa paghinga hirap sa paghinga sipon,"PN, COVID, AURI"
mataas na lagnat pulmonya ubo,"PN, COVID, AURI"
hirap sa paghinga ubo ubo,"PN, COVID, AURI"
sakit sa dibdib pulmonya masakit ang lalamunan,"PN, COVID, AURI"
sakit sa dibdib ubo masakit ang lalamunan,"PN, COVID, AURI"
sakit sa dibdib pulmonya ubo,"PN, COVID, AURI"
sakit sa dibdib ubo ubo,"PN, COVID, AURI"
sakit sa dibdib hirap sa paghinga masakit ang lalamunan,"PN, COVID, AURI"
sakit sa dibdib hirap sa paghinga ubo,"PN, COVID, AURI"
sakit sa dibdib hirap sa paghinga sipon,"PN, COVID, AURI"
sakit sa dibdib ubo sipon,"PN, COVID, AURI"
mataas na lagnat hirap sa paghinga sipon,"PN, COVID, AURI"
mataas na lagnat ubo masakit ang lalamunan,"PN, COVID, AURI"
mataas na lagnat pulmonya masakit ang lalamunan,"PN, COVID, AURI"
hirap sa paghinga pulmonya masakit ang lalamunan,"PN, COVID, AURI"
mataas na lagnat pulmonya ubo,"PN, COVID, AURI"
hirap sa paghinga ubo sipon,"PN, COVID, AURI"
sakit sa dibdib hirap sa paghinga masakit ang lalamunan,"PN, COVID, AURI"
hirap sa paghinga pulmonya ubo,"PN, COVID, AURI"
mataas na lagnat pulmonya ubo pagtatae,"PN, COVID, AURI, TB"
hirap sa paghinga hirap sa paghinga masakit ang lalamunan pagtatae,"PN, COVID, AURI, TB"
sakit sa dibdib pulmonya ubo sakit sa dibdib,"PN, COVID, AURI, TB"
sakit sa dibdib hirap sa paghinga ubo pagtatae,"PN, COVID, AURI, TB"
mataas na lagnat pulmonya sipon pagtatae,"PN, COVID, AURI, TB"
mataas na lagnat hirap sa paghinga sipon sakit sa dibdib,"PN, COVID, AURI, TB"
mataas na lagnat hirap sa paghinga sipon sakit sa dibdib,"PN, COVID, AURI, TB"
sakit sa dibdib ubo sipon pagtatae,"PN, COVID, AURI, TB"
mataas na lagnat pulmonya masakit ang lalamunan ubo na may dugo,"PN, COVID, AURI, TB"
sakit sa dibdib ubo ubo ubo na may dugo,"PN, COVID, AURI, TB"
mataas na lagnat hirap sa paghinga masakit ang lalamunan pagtatae,"PN, COVID, AURI, TB"
hirap sa paghinga pulmonya sipon sakit sa dibdib,"PN, COVID, AURI, TB"
mataas na lagnat hirap sa paghinga masakit ang lalamunan sakit sa dibdib,"PN, COVID, AURI, TB"
hirap sa paghinga pulmonya sipon ubo na may dugo,"PN, COVID, AURI, TB"
sakit sa dibdib pulmonya ubo ubo na may dugo,"PN, COVID, AURI, TB"
sakit sa dibdib pulmonya masakit ang lalamunan ubo na may dugo,"PN, COVID, AURI, TB"
sakit sa dibdib ubo ubo pagtatae,"PN, COVID, AURI, TB"
mataas na lagnat ubo sipon pagtatae,"PN, COVID, AURI, TB"
hirap sa paghinga ubo masakit ang lalamunan sakit sa dibdib,"PN, COVID, AURI, TB"
mataas na lagnat hirap sa paghinga sipon sakit sa dibdib,"PN, COVID, AURI, TB"
hirap sa paghinga pulmonya masakit ang lalamunan ubo na may dugo,"PN, COVID, AURI, TB"
hirap sa paghinga ubo ubo pagtatae,"PN, COVID, AURI, TB"
hirap sa paghinga ubo sipon ubo na may dugo,"PN, COVID, AURI, TB"
mataas na lagnat hirap sa paghinga sipon pagtatae,"PN, COVID, AURI, TB"
sakit sa dibdib ubo ubo ubo na may dugo,"PN, COVID, AURI, TB"
hirap sa paghinga pulmonya masakit ang lalamunan sakit sa dibdib,"PN, COVID, AURI, TB"
hirap sa paghinga hirap sa paghinga sipon sakit sa dibdib,"PN, COVID, AURI, TB"
mataas na lagnat pulmonya masakit ang lalamunan pagtatae,"PN, COVID, AURI, TB"
mataas na lagnat ubo ubo ubo na may dugo,"PN, COVID, AURI, TB"
sakit sa dibdib hirap sa paghinga masakit ang lalamunan pagtatae,"PN, COVID, AURI, TB"
hirap sa paghinga ubo masakit ang lalamunan ubo na may dugo,"PN, COVID, AURI, TB"
sakit sa dibdib hirap sa paghinga masakit ang lalamunan ubo na may dugo,"PN, COVID, AURI, TB"
hirap sa paghinga hirap sa paghinga sipon pagtatae,"PN, COVID, AURI, TB"
hirap sa paghinga hirap sa paghinga masakit ang lalamunan ubo na may dugo,"PN, COVID, AURI, TB"
sakit sa dibdib pulmonya ubo ubo na may dugo,"PN, COVID, AURI, TB"
mataas na lagnat ubo masakit ang lalamunan pagtatae,"PN, COVID, AURI, TB"
mataas na lagnat hirap sa paghinga ubo ubo na may dugo,"PN, COVID, AURI, TB"
sakit sa dibdib ubo sipon ubo na may dugo,"PN, COVID, AURI, TB"
mataas na lagnat hirap sa paghinga sipon sakit sa dibdib,"PN, COVID, AURI, TB"
hirap sa paghinga ubo sipon ubo na may dugo,"PN, COVID, AURI, TB"
hirap sa paghinga ubo masakit ang lalamunan pagtatae,"PN, COVID, AURI, TB"
hirap sa paghinga hirap sa paghinga ubo ubo na may dugo,"PN, COVID, AURI, TB"
sakit sa dibdib ubo masakit ang lalamunan sakit sa dibdib,"PN, COVID, AURI, TB"
hirap sa paghinga hirap sa paghinga sipon ubo na may dugo,"PN, COVID, AURI, TB"
mataas na lagnat hirap sa paghinga masakit ang lalamunan ubo na may dugo,"PN, COVID, AURI, TB"
hirap sa paghinga hirap sa paghinga sipon sakit sa dibdib,"PN, COVID, AURI, TB"
mataas na lagnat pulmonya ubo sakit sa dibdib,"PN, COVID, AURI, TB"
sakit sa dibdib hirap sa paghinga sipon pagtatae,"PN, COVID, AURI, TB"
sakit sa dibdib pulmonya masakit ang lalamunan sakit sa dibdib,"PN, COVID, AURI, TB"
hirap sa paghinga pulmonya ubo sakit sa dibdib,"PN, COVID, AURI, TB"
hirap sa paghinga hirap sa paghinga ubo sakit sa dibdib,"PN, COVID, AURI, TB"
mataas na lagnat pulmonya sipon ubo na may dugo,"PN, COVID, AURI, TB"
hirap sa paghinga pulmonya sipon ubo na may dugo,"PN, COVID, AURI, TB"
mataas na lagnat ubo masakit ang lalamunan ubo na may dugo,"PN, COVID, AURI, TB"
sakit sa dibdib pulmonya ubo ubo na may dugo,"PN, COVID, AURI, TB"
sakit sa dibdib pulmonya sipon pagtatae,"PN, COVID, AURI, TB"
sakit sa dibdib ubo masakit ang lalamunan pagtatae,"PN, COVID, AURI, TB"
mataas na lagnat ubo ubo sakit sa dibdib,"PN, COVID, AURI, TB"
mataas na lagnat ubo masakit ang lalamunan sakit sa dibdib,"PN, COVID, AURI, TB"
mataas na lagnat ubo sipon sakit sa dibdib,"PN, COVID, AURI, TB"
hirap sa paghinga hirap sa paghinga ubo pagtatae,"PN, COVID, AURI, TB"
mataas na lagnat hirap sa paghinga sipon sakit sa dibdib,"PN, COVID, AURI, TB"
sakit sa dibdib ubo sipon pagtatae,"PN, COVID, AURI, TB"
hirap sa paghinga ubo sipon ubo na may dugo,"PN, COVID, AURI, TB"
hirap sa paghinga hirap sa paghinga ubo ubo na may dugo,"PN, COVID, AURI, TB"
mataas na lagnat pulmonya masakit ang lalamunan sakit sa dibdib,"PN, COVID, AURI, TB"
sakit sa dibdib hirap sa paghinga ubo pagtatae,"PN, COVID, AURI, TB"
sakit sa dibdib ubo ubo sakit sa dibdib,"PN, COVID, AURI, TB"
mataas na lagnat pulmonya sipon pagtatae,"PN, COVID, AURI, TB"
hirap sa paghinga ubo ubo ubo na may dugo,"PN, COVID, AURI, TB"
sakit sa dibdib hirap sa paghinga sipon pagtatae,"PN, COVID, AURI, TB"
sakit sa dibdib hirap sa paghinga sipon ubo na may dugo,"PN, COVID, AURI, TB"
mataas na lagnat hirap sa paghinga masakit ang lalamunan sakit sa dibdib,"PN, COVID, AURI, TB"
hirap sa paghinga pulmonya sipon ubo na may dugo,"PN, COVID, AURI, TB"
sakit sa dibdib hirap sa paghinga masakit ang lalamunan ubo na may dugo,"PN, COVID, AURI, TB"
hirap sa paghinga hirap sa paghinga masakit ang lalamunan pagtatae,"PN, COVID, AURI, TB"
sakit sa dibdib pulmonya ubo ubo na may dugo,"PN, COVID, AURI, TB"
mataas na lagnat ubo sipon pagtatae,"PN, COVID, AURI, TB"
mataas na lagnat ubo masakit ang lalamunan pagtatae,"PN, COVID, AURI, TB"
hirap sa paghinga ubo masakit ang lalamunan sakit sa dibdib,"PN, COVID, AURI, TB"
sakit sa dibdib hirap sa paghinga sakit sa dibdib,"PN, COVID, TB"
sakit sa dibdib ubo sakit sa dibdib,"PN, COVID, TB"
sakit sa dibdib ubo sakit sa dibdib,"PN, COVID, TB"
mataas na lagnat hirap sa paghinga pagtatae,"PN, COVID, TB"
hirap sa paghinga ubo pagtatae,"PN, COVID, TB"
mataas na lagnat hirap sa paghinga ubo na may dugo,"PN, COVID, TB"
mataas na lagnat ubo pagtatae,"PN, COVID, TB"
mataas na lagnat ubo sakit sa dibdib,"PN, COVID, TB"
hirap sa paghinga hirap sa paghinga pagtatae,"PN, COVID, TB"
sakit sa dibdib hirap sa paghinga pagtatae,"PN, COVID, TB"
mataas na lagnat pulmonya pagtatae,"PN, COVID, TB"
hirap sa paghinga hirap sa paghinga ubo na may dugo,"PN, COVID, TB"
hirap sa paghinga ubo sakit sa dibdib,"PN, COVID, TB"
hirap sa paghinga pulmonya pagtatae,"PN, COVID, TB"
mataas na lagnat hirap sa paghinga pagtatae,"PN, COVID, TB"
sakit sa dibdib pulmonya pagtatae,"PN, COVID, TB"
mataas na lagnat ubo pagtatae,"PN, COVID, TB"
mataas na lagnat pulmonya sakit sa dibdib,"PN, COVID, TB"
hirap sa paghinga ubo ubo na may dugo,"PN, COVID, TB"
hirap sa paghinga hirap sa paghinga sakit sa dibdib,"PN, COVID, TB"
sakit sa dibdib pulmonya ubo na may dugo,"PN, COVID, TB"
mataas na lagnat ubo ubo na may dugo,"PN, COVID, TB"
hirap sa paghinga ubo pagtatae,"PN, COVID, TB"
sakit sa dibdib pulmonya sakit sa dibdib,"PN, COVID, TB"
mataas na lagnat ubo sakit sa dibdib,"PN, COVID, TB"
mataas na lagnat hirap sa paghinga sakit sa dibdib,"PN, COVID, TB"
hirap sa paghinga hirap sa paghinga pagtatae,"PN, COVID, TB"
sakit sa dibdib ubo sakit sa dibdib,"PN, COVID, TB"
sakit sa dibdib hirap sa paghinga pagtatae,"PN, COVID, TB"
hirap sa paghinga hirap sa paghinga ubo na may dugo,"PN, COVID, TB"
hirap sa paghinga pulmonya pagtatae,"PN, COVID, TB"
mataas na lagnat hirap sa paghinga pagtatae,"PN, COVID, TB"
mataas na lagnat pulmonya ubo na may dugo,"PN, COVID, TB"
sakit sa dibdib ubo ubo na may dugo,"PN, COVID, TB"
sakit sa dibdib hirap sa paghinga sakit sa dibdib,"PN, COVID, TB"
hirap sa paghinga hirap sa paghinga sakit sa dibdib,"PN, COVID, TB"
mataas na lagnat hirap sa paghinga ubo na may dugo,"PN, COVID, TB"
hirap sa paghinga ubo pagtatae,"PN, COVID, TB"
sakit sa dibdib pulmonya sakit sa dibdib,"PN, COVID, TB"
mataas na lagnat ubo sakit sa dibdib,"PN, COVID, TB"
hirap sa paghinga hirap sa paghinga pagtatae,"PN, COVID, TB"
sakit sa dibdib hirap sa paghinga pagtatae,"PN, COVID, TB"
mataas na lagnat pulmonya pagtatae,"PN, COVID, TB"
hirap sa paghinga ubo sakit sa dibdib,"PN, COVID, TB"
hirap sa paghinga pulmonya pagtatae,"PN, COVID, TB"
mataas na lagnat hirap sa paghinga pagtatae,"PN, COVID, TB"
sakit sa dibdib hirap sa paghinga ubo na may dugo,"PN, COVID, TB"
mataas na lagnat ubo pagtatae,"PN, COVID, TB"
mataas na lagnat pulmonya sakit sa dibdib,"PN, COVID, TB"
hirap sa paghinga ubo ubo na may dugo,"PN, COVID, TB"
sakit sa dibdib pulmonya ubo na may dugo,"PN, COVID, TB"
sakit sa dibdib pulmonya sakit sa dibdib,"PN, COVID, TB"
mataas na lagnat hirap sa paghinga sakit sa dibdib,"PN, COVID, TB"
hirap sa paghinga hirap sa paghinga pagtatae,"PN, COVID, TB"
sakit sa dibdib ubo sakit sa dibdib,"PN, COVID, TB"
sakit sa dibdib hirap sa paghinga pagtatae,"PN, COVID, TB"
mataas na lagnat pulmonya pagtatae,"PN, COVID, TB"
hirap sa paghinga hirap sa paghinga ubo na may dugo,"PN, COVID, TB"
hirap sa paghinga ubo sakit sa dibdib,"PN, COVID, TB"
mataas na lagnat hirap sa paghinga pagtatae,"PN, COVID, TB"
sakit sa dibdib pulmonya pagtatae,"PN, COVID, TB"
sakit sa dibdib ubo pagtatae,"PN, COVID, TB"
sakit sa dibdib hirap sa paghinga ubo na may dugo,"PN, COVID, TB"
mataas na lagnat pulmonya ubo na may dugo,"PN, COVID, TB"
hirap sa paghinga pulmonya sakit sa dibdib,"PN, COVID, TB"
mataas na lagnat pulmonya sakit sa dibdib,"PN, COVID, TB"
hirap sa paghinga ubo ubo na may dugo,"PN, COVID, TB"
hirap sa paghinga hirap sa paghinga sakit sa dibdib,"PN, COVID, TB"
mataas na lagnat ubo ubo na may dugo,"PN, COVID, TB"
hirap sa paghinga ubo pagtatae,"PN, COVID, TB"
sakit sa dibdib hirap sa paghinga pagtatae masakit ang lalamunan,"PN, COVID, TB, AURI"
hirap sa paghinga pulmonya pagtatae ubo,"PN, COVID, TB, AURI"
sakit sa dibdib pulmonya ubo na may dugo masakit ang lalamunan,"PN, COVID, TB, AURI"
sakit sa dibdib pulmonya ubo na may dugo masakit ang lalamunan,"PN, COVID, TB, AURI"
hirap sa paghinga hirap sa paghinga pagtatae ubo,"PN, COVID, TB, AURI"
sakit sa dibdib pulmonya pagtatae ubo,"PN, COVID, TB, AURI"
mataas na lagnat ubo ubo na may dugo sipon,"PN, COVID, TB, AURI"
mataas na lagnat ubo ubo na may dugo ubo,"PN, COVID, TB, AURI"
sakit sa dibdib hirap sa paghinga ubo na may dugo sipon,"PN, COVID, TB, AURI"
mataas na lagnat pulmonya pagtatae ubo,"PN, COVID, TB, AURI"
sakit sa dibdib hirap sa paghinga sakit sa dibdib sipon,"PN, COVID, TB, AURI"
mataas na lagnat pulmonya ubo na may dugo masakit ang lalamunan,"PN, COVID, TB, AURI"
mataas na lagnat ubo pagtatae ubo,"PN, COVID, TB, AURI"
mataas na lagnat ubo sakit sa dibdib masakit ang lalamunan,"PN, COVID, TB, AURI"
mataas na lagnat pulmonya pagtatae masakit ang lalamunan,"PN, COVID, TB, AURI"
sakit sa dibdib hirap sa paghinga ubo na may dugo ubo,"PN, COVID, TB, AURI"
sakit sa dibdib pulmonya sakit sa dibdib sipon,"PN, COVID, TB, AURI"
hirap sa paghinga hirap sa paghinga pagtatae ubo,"PN, COVID, TB, AURI"
mataas na lagnat ubo sakit sa dibdib ubo,"PN, COVID, TB, AURI"
sakit sa dibdib ubo sakit sa dibdib sipon,"PN, COVID, TB, AURI"
hirap sa paghinga ubo pagtatae masakit ang lalamunan,"PN, COVID, TB, AURI"
hirap sa paghinga hirap sa paghinga ubo na may dugo ubo,"PN, COVID, TB, AURI"
hirap sa paghinga pulmonya sakit sa dibdib ubo,"PN, COVID, TB, AURI"
hirap sa paghinga ubo sakit sa dibdib sipon,"PN, COVID, TB, AURI"
mataas na lagnat ubo pagtatae masakit ang lalamunan,"PN, COVID, TB, AURI"
hirap sa paghinga hirap sa paghinga sakit sa dibdib sipon,"PN, COVID, TB, AURI"
sakit sa dibdib pulmonya pagtatae masakit ang lalamunan,"PN, COVID, TB, AURI"
sakit sa dibdib hirap sa paghinga sakit sa dibdib sipon,"PN, COVID, TB, AURI"
sakit sa dibdib ubo pagtatae ubo,"PN, COVID, TB, AURI"
hirap sa paghinga ubo ubo na may dugo ubo,"PN, COVID, TB, AURI"
sakit sa dibdib ubo sakit sa dibdib masakit ang lalamunan,"PN, COVID, TB, AURI"
sakit sa dibdib ubo ubo na may dugo masakit ang lalamunan,"PN, COVID, TB, AURI"
mataas na lagnat pulmonya pagtatae sipon,"PN, COVID, TB, AURI"
hirap sa paghinga ubo ubo na may dugo sipon,"PN, COVID, TB, AURI"
sakit sa dibdib pulmonya sakit sa dibdib masakit ang lalamunan,"PN, COVID, TB, AURI"
mataas na lagnat hirap sa paghinga ubo na may dugo masakit ang lalamunan,"PN, COVID, TB, AURI"
mataas na lagnat hirap sa paghinga pagtatae masakit ang lalamunan,"PN, COVID, TB, AURI"
mataas na lagnat pulmonya pagtatae masakit ang lalamunan,"PN, COVID, TB, AURI"
sakit sa dibdib ubo pagtatae masakit ang lalamunan,"PN, COVID, TB, AURI"
sakit sa dibdib hirap sa paghinga ubo na may dugo ubo,"PN, COVID, TB, AURI"
hirap sa paghinga pulmonya sakit sa dibdib sipon,"PN, COVID, TB, AURI"
mataas na lagnat pulmonya ubo na may dugo sipon,"PN, COVID, TB, AURI"
sakit sa dibdib hirap sa paghinga pagtatae masakit ang lalamunan,"PN, COVID, TB, AURI"
hirap sa paghinga ubo pagtatae masakit ang lalamunan,"PN, COVID, TB, AURI"
hirap sa paghinga hirap sa paghinga ubo na may dugo ubo,"PN, COVID, TB, AURI"
hirap sa paghinga ubo pagtatae sipon,"PN, COVID, TB, AURI"
mataas na lagnat ubo pagtatae masakit ang lalamunan,"PN, COVID, TB, AURI"
hirap sa paghinga pulmonya pagtatae masakit ang lalamunan,"PN, COVID, TB, AURI"
mataas na lagnat pulmonya pagtatae ubo,"PN, COVID, TB, AURI"
hirap sa paghinga pulmonya sakit sa dibdib masakit ang lalamunan,"PN, COVID, TB, AURI"
mataas na lagnat pulmonya sakit sa dibdib ubo,"PN, COVID, TB, AURI"
hirap sa paghinga ubo ubo na may dugo ubo,"PN, COVID, TB, AURI"
sakit sa dibdib hirap sa paghinga sakit sa dibdib masakit ang lalamunan,"PN, COVID, TB, AURI"
mataas na lagnat ubo sakit sa dibdib sipon,"PN, COVID, TB, AURI"
hirap sa paghinga hirap sa paghinga pagtatae sipon,"PN, COVID, TB, AURI"
sakit sa dibdib pulmonya pagtatae ubo,"PN, COVID, TB, AURI"
sakit sa dibdib pulmonya sakit sa dibdib masakit ang lalamunan,"PN, COVID, TB, AURI"
mataas na lagnat pulmonya ubo na may dugo ubo,"PN, COVID, TB, AURI"
mataas na lagnat hirap sa paghinga pagtatae masakit ang lalamunan,"PN, COVID, TB, AURI"
hirap sa paghinga pulmonya pagtatae ubo,"PN, COVID, TB, AURI"
hirap sa paghinga hirap sa paghinga sakit sa dibdib ubo,"PN, COVID, TB, AURI"
hirap sa paghinga ubo pagtatae masakit ang lalamunan,"PN, COVID, TB, AURI"
mataas na lagnat hirap sa paghinga pagtatae ubo,"PN, COVID, TB, AURI"
sakit sa dibdib pulmonya sakit sa dibdib ubo,"PN, COVID, TB, AURI"
sakit sa dibdib ubo pagtatae sipon,"PN, COVID, TB, AURI"
hirap sa paghinga pulmonya pagtatae masakit ang lalamunan,"PN, COVID, TB, AURI"
mataas na lagnat pulmonya pagtatae ubo,"PN, COVID, TB, AURI"
hirap sa paghinga ubo ubo na may dugo ubo,"PN, COVID, TB, AURI"
sakit sa dibdib hirap sa paghinga pagtatae sipon,"PN, COVID, TB, AURI"
hirap sa paghinga hirap sa paghinga ubo na may dugo sipon,"PN, COVID, TB, AURI"
sakit sa dibdib pulmonya sakit sa dibdib masakit ang lalamunan,"PN, COVID, TB, AURI"
mataas na lagnat hirap sa paghinga ubo na may dugo masakit ang lalamunan,"PN, COVID, TB, AURI"
sakit sa dibdib ubo ubo na may dugo ubo,"PN, COVID, TB, AURI"
sakit sa dibdib hirap sa paghinga pagtatae masakit ang lalamunan,"PN, COVID, TB, AURI"
mataas na lagnat ubo sakit sa dibdib ubo,"PN, COVID, TB, AURI"
sakit sa dibdib pulmonya sakit sa dibdib ubo,"PN, COVID, TB, AURI"
sakit sa dibdib ubo sakit sa dibdib ubo,"PN, COVID, TB, AURI"
sakit sa dibdib hirap sa paghinga pagtatae ubo,"PN, COVID, TB, AURI"
mataas na lagnat pulmonya sakit sa dibdib ubo,"PN, COVID, TB, AURI"
hirap sa paghinga hirap sa paghinga ubo na may dugo sipon,"PN, COVID, TB, AURI"
mataas na lagnat pulmonya sakit sa dibdib sipon,"PN, COVID, TB, AURI"
mataas na lagnat hirap sa paghinga sakit sa dibdib masakit ang lalamunan,"PN, COVID, TB, AURI"
sakit sa dibdib hirap sa paghinga sakit sa dibdib masakit ang lalamunan,"PN, COVID, TB, AURI"
sakit sa dibdib ubo ubo na may dugo masakit ang lalamunan,"PN, COVID, TB, AURI"
mataas na lagnat pulmonya pagtatae sipon,"PN, COVID, TB, AURI"
hirap sa paghinga hirap sa paghinga pagtatae sipon,"PN, COVID, TB, AURI"
sakit sa dibdib pulmonya pagtatae ubo,"PN, COVID, TB, AURI"
sakit sa dibdib pagtatae,"PN, TB"
sakit sa dibdib sakit sa dibdib,"PN, TB"
mataas na lagnat sakit sa dibdib,"PN, TB"
sakit sa dibdib sakit sa dibdib,"PN, TB"
hirap sa paghinga pagtatae,"PN, TB"
sakit sa dibdib sakit sa dibdib,"PN, TB"
hirap sa paghinga ubo na may dugo,"PN, TB"
mataas na lagnat sakit sa dibdib,"PN, TB"
hirap sa paghinga sakit sa dibdib,"PN, TB"
hirap sa paghinga ubo na may dugo,"PN, TB"
sakit sa dibdib pagtatae,"PN, TB"
sakit sa dibdib ubo na may dugo,"PN, TB"
hirap sa paghinga ubo na may dugo,"PN, TB"
mataas na lagnat sakit sa dibdib,"PN, TB"
mataas na lagnat pagtatae,"PN, TB"
sakit sa dibdib sakit sa dibdib,"PN, TB"
sakit sa dibdib pagtatae,"PN, TB"
mataas na lagnat sakit sa dibdib,"PN, TB"
mataas na lagnat pagtatae,"PN, TB"
hirap sa paghinga sakit sa dibdib,"PN, TB"
hirap sa paghinga ubo na may dugo,"PN, TB"
mataas na lagnat ubo na may dugo,"PN, TB"
mataas na lagnat ubo na may dugo,"PN, TB"
sakit sa dibdib sakit sa dibdib,"PN, TB"
hirap sa paghinga sakit sa dibdib,"PN, TB"
mataas na lagnat sakit sa dibdib,"PN, TB"
hirap sa paghinga ubo na may dugo,"PN, TB"
sakit sa dibdib pagtatae,"PN, TB"
mataas na lagnat pagtatae,"PN, TB"
sakit sa dibdib ubo na may dugo,"PN, TB"
hirap sa paghinga pagtatae,"PN, TB"
mataas na lagnat ubo na may dugo,"PN, TB"
sakit sa dibdib sakit sa dibdib,"PN, TB"
hirap sa paghinga sakit sa dibdib,"PN, TB"
mataas na lagnat sakit sa dibdib,"PN, TB"
hirap sa paghinga ubo na may dugo,"PN, TB"
sakit sa dibdib pagtatae,"PN, TB"
mataas na lagnat pagtatae,"PN, TB"
sakit sa dibdib ubo na may dugo,"PN, TB"
hirap sa paghinga pagtatae,"PN, TB"
mataas na lagnat ubo na may dugo,"PN, TB"
sakit sa dibdib sakit sa dibdib,"PN, TB"
hirap sa paghinga sakit sa dibdib,"PN, TB"
mataas na lagnat sakit sa dibdib,"PN, TB"
hirap sa paghinga ubo na may dugo,"PN, TB"
sakit sa dibdib pagtatae,"PN, TB"
mataas na lagnat pagtatae,"PN, TB"
sakit sa dibdib ubo na may dugo,"PN, TB"
hirap sa paghinga pagtatae,"PN, TB"
mataas na lagnat ubo na may dugo,"PN, TB"
sakit sa dibdib sakit sa dibdib,"PN, TB"
hirap sa paghinga sakit sa dibdib,"PN, TB"
mataas na lagnat sakit sa dibdib,"PN, TB"
hirap sa paghinga ubo na may dugo,"PN, TB"
sakit sa dibdib pagtatae,"PN, TB"
